Date,Open,High,Low,Close,Adj Close,Volume,date,z
1997/5/15,0.121875003,0.125,0.096354,0.000203582,0.097916998,1443120000,1997/5/15,0.607010778
1997/5/16,0.098438002,0.098958001,0.085417002,0.000120636,0.086457998,294000000,1997/5/16,0.607268477
1997/5/19,0.088021003,0.088541999,0.081249997,0.000113101,0.085417002,122136000,1997/5/19,0.607291888
1997/5/20,0.086457998,0.087499999,0.081771001,8.67E-05,0.081771001,109344000,1997/5/20,0.607373882
1997/5/21,0.081771001,0.082291998,0.068750001,1.13E-05,0.071354002,377064000,1997/5/21,0.607608148
1997/5/22,0.071874999,0.072396003,0.065624997,0,0.069792002,235536000,1997/5/22,0.607643276
1997/5/23,0.070312999,0.076041996,0.066666998,3.77E-05,0.075000003,318744000,1997/5/23,0.607526154
1997/5/27,0.075521,0.082291998,0.072916999,6.79E-05,0.079167001,173952000,1997/5/27,0.607432443
1997/5/28,0.081249997,0.081771001,0.076563001,4.90E-05,0.076563001,91488000,1997/5/28,0.607491004
1997/5/29,0.077082999,0.077082999,0.073958002,3.96E-05,0.075259998,69456000,1997/5/29,0.607520307
1997/5/30,0.075000003,0.075521,0.073958002,3.77E-05,0.075000003,51888000,1997/5/30,0.607526154
1997/6/2,0.075521,0.076563001,0.075000003,4.15E-05,0.075521,11832000,1997/6/2,0.607514438
1997/6/3,0.076563001,0.076563001,0.073958002,3.02E-05,0.073958002,23664000,1997/6/3,0.607549587
1997/6/4,0.073958002,0.074478999,0.069792002,7.54E-06,0.070832998,61608000,1997/6/4,0.607619865
1997/6/5,0.070832998,0.077082999,0.068750001,5.28E-05,0.077082999,113448000,1997/6/5,0.60747931
1997/6/6,0.075781003,0.085417002,0.075521,9.43E-05,0.082813002,156144000,1997/6/6,0.607350449
1997/6/9,0.082813002,0.085417002,0.082813002,0.000105559,0.084375001,47040000,1997/6/9,0.607315322
1997/6/10,0.085417002,0.085417002,0.076563001,6.79E-05,0.079167001,109176000,1997/6/10,0.607432443
1997/6/11,0.079687998,0.080208004,0.076563001,5.28E-05,0.077082999,23760000,1997/6/11,0.60747931
1997/6/12,0.079167001,0.082291998,0.077604003,7.54E-05,0.080208004,32640000,1997/6/12,0.607409032
1997/6/13,0.081249997,0.081249997,0.079167001,6.79E-05,0.079167001,13872000,1997/6/13,0.607432443
1997/6/16,0.080208004,0.080208004,0.078125,6.41E-05,0.078645997,18264000,1997/6/16,0.60744416
1997/6/17,0.079948001,0.079948001,0.07474,3.96E-05,0.075259998,94128000,1997/6/17,0.607520307
1997/6/18,0.076041996,0.076823004,0.075000003,4.15E-05,0.075521,49296000,1997/6/18,0.607514438
1997/6/19,0.075521,0.076563001,0.075000003,4.15E-05,0.075521,20064000,1997/6/19,0.607514438
1997/6/20,0.076563001,0.077604003,0.075000003,4.71E-05,0.076301999,67752000,1997/6/20,0.607496874
1997/6/23,0.077082999,0.077082999,0.073958002,3.77E-05,0.075000003,20952000,1997/6/23,0.607526154
1997/6/24,0.075259998,0.076301999,0.073958002,4.15E-05,0.075521,15024000,1997/6/24,0.607514438
1997/6/25,0.076301999,0.076301999,0.074478999,4.15E-05,0.075521,42120000,1997/6/25,0.607514438
1997/6/26,0.076041996,0.076041996,0.075259998,4.15E-05,0.075521,63792000,1997/6/26,0.607514438
1997/6/27,0.075781003,0.075781003,0.073958002,3.39E-05,0.074478999,23760000,1997/6/27,0.607537871
1997/6/30,0.075521,0.079948001,0.073958002,5.28E-05,0.077082999,54936000,1997/6/30,0.60747931
1997/7/1,0.077082999,0.077082999,0.075521,4.34E-05,0.075781003,25848000,1997/7/1,0.60750859
1997/7/2,0.075781003,0.079687998,0.075521,6.97E-05,0.079426996,77640000,1997/7/2,0.607426596
1997/7/3,0.079948001,0.095833004,0.079687998,0.000186615,0.095573001,251544000,1997/7/3,0.607063492
1997/7/7,0.091666996,0.101042002,0.091666996,0.00021866,0.100000001,161064000,1997/7/7,0.606963934
1997/7/8,0.102082998,0.116667002,0.102082998,0.00032799,0.115103997,310344000,1997/7/8,0.606624263
1997/7/9,0.115103997,0.119271003,0.113541998,0.000335532,0.116145998,165240000,1997/7/9,0.60660083
1997/7/10,0.116667002,0.128646001,0.116667002,0.000422242,0.128124997,181032000,1997/7/10,0.606331436
1997/7/11,0.126041993,0.126041993,0.110417001,0.000324218,0.114583001,210624000,1997/7/11,0.60663598
1997/7/14,0.116145998,0.116667002,0.105728999,0.000267671,0.106771,92088000,1997/7/14,0.606811662
1997/7/15,0.106771,0.123957999,0.106771,0.000377001,0.121875003,185496000,1997/7/15,0.606471991
1997/7/16,0.122396,0.124739997,0.115103997,0.000339303,0.116667002,60480000,1997/7/16,0.606589113
1997/7/17,0.117187999,0.117187999,0.107813001,0.000297834,0.110937998,63384000,1997/7/17,0.606717951
