Date,Open,High,Low,Close,Adj Close,Volume,date,z
1999/1/22,0.4375,0.488281012,0.388020992,0.000506268,0.376287699,271468800,1999/1/22,0.464420103
1999/1/25,0.442707986,0.458332986,0.410156012,0.000821494,0.415708601,51048000,1999/1/25,0.463562334
1999/1/26,0.458332986,0.467447996,0.411457986,0.000563585,0.383455604,34320000,1999/1/26,0.464264135
1999/1/27,0.419270992,0.429688007,0.395832986,0.000554033,0.382261157,24436800,1999/1/27,0.464290125
1999/1/28,0.416667014,0.419270992,0.41275999,0.000544482,0.381066531,22752000,1999/1/28,0.464316119
1999/1/29,0.41536501,0.416667014,0.395832986,0.000401192,0.363147348,24403200,1999/1/29,0.464706027
1999/2/1,0.395832986,0.40625,0.395832986,0.000458509,0.370315254,15470400,1999/2/1,0.464550059
1999/2/2,0.395832986,0.40625,0.360677004,0.000229255,0.341645658,26409600,1999/2/2,0.465173888
1999/2/3,0.367188007,0.385417014,0.364582986,0.000286564,0.34881264,7512000,1999/2/3,0.465017939
1999/2/4,0.385417014,0.411457986,0.380207986,0.000439406,0.3679263,18192000,1999/2/4,0.464602041
1999/2/5,0.407552004,0.416667014,0.39713499,0.000525371,0.378676772,13684800,1999/2/5,0.464368118
1999/2/8,0.41536501,0.416667014,0.398438007,0.000420303,0.365537375,15408000,1999/2/8,0.464654022
1999/2/9,0.40625,0.408854008,0.377604008,0.000305675,0.351202548,8697600,1999/2/9,0.464965937
1999/2/10,0.382813007,0.393229008,0.372395992,0.000277013,0.347618252,14822400,1999/2/10,0.465043928
1999/2/11,0.380207986,0.427082986,0.380207986,0.000515819,0.377482206,13224000,1999/2/11,0.464394111
1999/2/12,0.416667014,0.4375,0.416667014,0.000687764,0.398984849,10972800,1999/2/12,0.46392623
1999/2/16,0.442707986,0.460938007,0.393229008,0.000706867,0.401373833,21100800,1999/2/16,0.463874247
1999/2/17,0.427082986,0.432292014,0.40625,0.00053493,0.379872143,6772800,1999/2/17,0.464342108
1999/2/18,0.427082986,0.432292014,0.408854008,0.000582688,0.385844499,7070400,1999/2/18,0.464212154
1999/2/19,0.416667014,0.442707986,0.411457986,0.000687764,0.398984849,7536000,1999/2/19,0.46392623
1999/2/22,0.442707986,0.447917014,0.414063007,0.000706867,0.401373833,20524800,1999/2/22,0.463874247
