Date,Open,High,Low,Close,Adj Close,Volume,date,z
2010/6/29,1.266667008,1.666666985,1.169332981,0.002359188,1.592666984,281494500,2010/6/29,0.523652143
2010/6/30,1.719333053,2.028000116,1.553333044,0.002341691,1.588667035,257806500,2010/6/30,0.523705133
2010/7/1,1.666666985,1.728000045,1.351333022,0.001796365,1.463999987,123282000,2010/7/1,0.525356698
2010/7/2,1.533332944,1.539999962,1.24733305,0.000991501,1.279999971,77097000,2010/7/2,0.527794295
2010/7/6,1.333333015,1.333333015,1.055333018,9.04E-05,1.074000001,103003500,2010/7/6,0.530523343
2010/7/7,1.093333006,1.108667016,0.998667002,0,1.053333044,103825500,2010/7/7,0.530797135
2010/7/8,1.075999975,1.167999983,1.037999988,0.000484086,1.164000034,115671000,2010/7/8,0.52933104
2010/7/9,1.172000051,1.19333303,1.103332996,0.000466589,1.159999967,60759000,2010/7/9,0.529384032
2010/7/12,1.196666956,1.204666972,1.133332968,0.000364525,1.136667013,33037500,2010/7/12,0.529693142
2010/7/13,1.159332991,1.24266696,1.126667023,0.000682384,1.209332943,40201500,2010/7/13,0.528730478
2010/7/14,1.19599998,1.343333006,1.184000015,0.001178137,1.322667003,62928000,2010/7/14,0.52722905
2010/7/15,1.329332948,1.433333039,1.266667008,0.001192717,1.325999975,56097000,2010/7/15,0.527184896
2010/7/16,1.379999995,1.419999957,1.336666942,0.00141143,1.376000047,39319500,2010/7/16,0.526522504
2010/7/19,1.424667001,1.483332992,1.394667029,0.001781785,1.460667014,37297500,2010/7/19,0.525400853
2010/7/20,1.456666946,1.456666946,1.336666942,0.001312278,1.353332996,27379500,2010/7/20,0.526822793
2010/7/21,1.377333045,1.393332958,1.299999952,0.001288951,1.34800005,18787500,2010/7/21,0.526893443
2010/7/22,1.366667032,1.416666985,1.35800004,0.001516412,1.399999976,14367000,2010/7/22,0.526204558
2010/7/23,1.412667036,1.437332988,1.404000044,0.00160098,1.419332981,9804000,2010/7/23,0.525948438
2010/7/26,1.433333039,1.433333039,1.353332996,0.001501833,1.396667004,13833000,2010/7/26,0.526248713
2010/7/27,1.394000053,1.411999941,1.350667,0.001385184,1.370000005,9295500,2010/7/27,0.526601992
2010/7/28,1.370000005,1.393332958,1.367333055,0.001434758,1.381332994,7008000,2010/7/28,0.526451855
2010/7/29,1.384667039,1.39199996,1.333333015,0.001326862,1.356667042,9240000,2010/7/29,0.526778624
2010/7/30,1.346667051,1.362666965,1.303333044,0.001207296,1.329332948,6403500,2010/7/30,0.527140741
2010/8/2,1.366667032,1.398000002,1.355332971,0.001493084,1.394667029,10771500,2010/8/2,0.526275208
2010/8/3,1.399999976,1.463333011,1.388000011,0.001793447,1.463333011,18457500,2010/8/3,0.525365534
2010/8/4,1.463333011,1.478667021,1.389999986,0.001592231,1.417333007,13695000,2010/8/4,0.525974933
2010/8/5,1.43599999,1.436666965,1.336666942,0.001356021,1.363332987,11943000,2010/8/5,0.526690315
2010/8/6,1.340000033,1.343999982,1.301332951,0.001105231,1.305999994,11128500,2010/8/6,0.527449852
2010/8/9,1.326666951,1.332000017,1.29666698,0.001108149,1.30666697,12190500,2010/8/9,0.527441016
2010/8/10,1.309999943,1.309999943,1.254667044,0.000941927,1.268666983,19219500,2010/8/10,0.527944432
2010/8/11,1.246000051,1.258666992,1.190000057,0.000612397,1.19333303,11964000,2010/8/11,0.528942442
2010/8/12,1.186666965,1.19333303,1.159332991,0.000524911,1.173333049,10365000,2010/8/12,0.529207398
2010/8/13,1.212000012,1.230000019,1.177332997,0.000734876,1.221333027,9510000,2010/8/13,0.528571503
2010/8/16,1.230000019,1.253332973,1.217332959,0.000869021,1.251999974,7287000,2010/8/16,0.528165233
2010/8/17,1.264000058,1.293333054,1.251999974,0.000976921,1.276666999,6718500,2010/8/17,0.527838449
2010/8/18,1.305999994,1.305999994,1.24000001,0.000866104,1.251332998,9019500,2010/8/18,0.528174069
2010/8/19,1.235999942,1.283332944,1.222000003,0.000871939,1.25266695,8686500,2010/8/19,0.528156397
2010/8/20,1.243332982,1.274000049,1.233999968,0.000962337,1.273332953,4440000,2010/8/20,0.527882618
2010/8/23,1.27266705,1.359333038,1.266667008,0.001262705,1.342000008,16321500,2010/8/23,0.52697293
2010/8/24,1.283332944,1.31400001,1.263332963,0.000991501,1.279999971,10096500,2010/8/24,0.527794295
2010/8/25,1.277333021,1.332000017,1.237333059,0.001195634,1.326666951,7549500,2010/8/25,0.52717606
2010/8/26,1.325999975,1.351333022,1.30666697,0.001151892,1.316666961,6507000,2010/8/26,0.527308538
2010/8/27,1.316666961,1.324666977,1.299999952,0.001137308,1.313333035,5694000,2010/8/27,0.527352705
2010/8/30,1.313333035,1.345999956,1.307332993,0.001186886,1.324666977,10992000,2010/8/30,0.527202555
2010/8/31,1.310667038,1.319332957,1.288666964,0.001073155,1.298666954,3016500,2010/8/31,0.527546998
2010/9/1,1.307999969,1.379333019,1.30666697,0.001356021,1.363332987,7423500,2010/9/1,0.526690315
2010/9/2,1.35800004,1.416000009,1.353999972,0.001533909,1.404000044,7306500,2010/9/2,0.526151566
2010/9/3,1.391332984,1.419999957,1.377333045,0.001530991,1.403332949,6519000,2010/9/3,0.526160403
2010/9/7,1.373999953,1.399999976,1.366667032,0.001382267,1.369333029,3651000,2010/9/7,0.526610828
2010/9/8,1.377333045,1.396667004,1.373332977,0.001487249,1.393332958,4326000,2010/9/8,0.526292881
2010/9/9,1.399999976,1.403332949,1.379333019,0.001431844,1.380666971,5643000,2010/9/9,0.526460678
2010/9/10,1.383332968,1.395333052,1.317332983,0.001274371,1.344666958,5799000,2010/9/10,0.526937599
2010/9/13,1.392667055,1.393332958,1.366667032,0.001434758,1.381332994,5412000,2010/9/13,0.526451855
2010/9/14,1.369333029,1.440000057,1.368667006,0.001551406,1.407999992,9820500,2010/9/14,0.526098575
2010/9/15,1.398666978,1.466667056,1.386000037,0.001802196,1.465332985,10269000,2010/9/15,0.525339039
2010/9/16,1.476667047,1.54400003,1.38933301,0.001498915,1.396000028,40267500,2010/9/16,0.526257549
2010/9/17,1.401332974,1.421332955,1.320000052,0.001291868,1.348667026,17977500,2010/9/17,0.526884607
2010/9/20,1.378000021,1.423333049,1.343999982,0.001533909,1.404000044,14212500,2010/9/20,0.526151566
2010/9/21,1.392667055,1.436666965,1.378000021,0.001449342,1.384667039,11940000,2010/9/21,0.526407686
2010/9/22,1.391332984,1.396667004,1.320000052,0.001186886,1.324666977,14443500,2010/9/22,0.527202555
2010/9/23,1.325999975,1.342666984,1.299999952,0.001096483,1.30400002,10021500,2010/9/23,0.527476347
2010/9/24,1.330000043,1.345999956,1.309999943,0.001253956,1.340000033,8683500,2010/9/24,0.526999426
2010/9/27,1.360000014,1.387333035,1.336666942,0.001379353,1.368667006,6279000,2010/9/27,0.526619651
2010/9/28,1.402667046,1.432667017,1.383999944,0.00163306,1.426666975,18217500,2010/9/28,0.525851279
2010/9/29,1.412667036,1.46866703,1.408666968,0.001802196,1.465332985,29539500,2010/9/29,0.525339039
2010/9/30,1.466667056,1.476667047,1.345999956,0.001344359,1.36066699,32937000,2010/9/30,0.526725634
2010/10/1,1.379333019,1.383332968,1.353999972,0.001399764,1.373332977,8965500,2010/10/1,0.526557837
2010/10/4,1.361999989,1.411332965,1.353332996,0.001513494,1.399333,9654000,2010/10/4,0.526213394
2010/10/5,1.409999967,1.418666959,1.400666952,0.001551406,1.407999992,4980000,2010/10/5,0.526098575
2010/10/6,1.404000044,1.417333007,1.354666948,0.001358938,1.363999963,4701000,2010/10/6,0.526681479
2010/10/7,1.371333003,1.376000047,1.355999947,0.00135019,1.361999989,2115000,2010/10/7,0.526707975
2010/10/8,1.361999989,1.386000037,1.359333038,0.00135019,1.361999989,4017000,2010/10/8,0.526707975
2010/10/11,1.362666965,1.379999995,1.338000059,0.001294782,1.349333048,2568000,2010/10/11,0.526875784
2010/10/12,1.346667051,1.351999998,1.33533299,0.001294782,1.349333048,3660000,2010/10/12,0.526875784
2010/10/13,1.376000047,1.389999986,1.357332945,0.001382267,1.369333029,4773000,2010/10/13,0.526610828
2010/10/14,1.399999976,1.40199995,1.360000014,0.001443506,1.383332968,4422000,2010/10/14,0.526425359
2010/10/15,1.392667055,1.393332958,1.350000024,0.001382267,1.369333029,4270500,2010/10/15,0.526610828
2010/10/18,1.368000031,1.376000047,1.34800005,0.001291868,1.348667026,2442000,2010/10/18,0.526884607
2010/10/19,1.346667051,1.36066699,1.333333015,0.001239377,1.336666942,3678000,2010/10/19,0.527043582
2010/10/20,1.343999982,1.379333019,1.335999966,0.001414348,1.376667023,4687500,2010/10/20,0.526513669
2010/10/21,1.373999953,1.396667004,1.363332987,0.001443506,1.383332968,6256500,2010/10/21,0.526425359
2010/10/22,1.378666997,1.395333052,1.370000005,0.001434758,1.381332994,2416500,2010/10/22,0.526451855
2010/10/25,1.396000028,1.398666978,1.381999969,0.001472669,1.389999986,1777500,2010/10/25,0.526337036
2010/10/26,1.386667013,1.457999945,1.367333055,0.001621394,1.424000025,9913500,2010/10/26,0.52588661
2010/10/27,1.416666985,1.425333023,1.376667023,0.001516412,1.399999976,5347500,2010/10/27,0.526204558
2010/10/28,1.425999999,1.433333039,1.397333026,0.001571821,1.412667036,3363000,2010/10/28,0.526036747
2010/10/29,1.409332991,1.456666946,1.403332949,0.001761371,1.45599997,4209000,2010/10/29,0.525462681
2010/11/1,1.462666988,1.516667008,1.420667052,0.001635974,1.427332997,6837000,2010/11/1,0.525842455
2010/11/2,1.445333004,1.45866704,1.403332949,0.001589318,1.416666985,4837500,2010/11/2,0.525983757
2010/11/3,1.418666959,1.5,1.410666943,0.001740956,1.451333046,5589000,2010/11/3,0.525524507
2010/11/4,1.506667018,1.688667059,1.476667047,0.00265372,1.659999967,28110000,2010/11/4,0.522760128
2010/11/5,1.657999992,1.66466701,1.581333041,0.002519575,1.629333019,15165000,2010/11/5,0.523166398
2010/11/8,1.633332968,1.666666985,1.601999998,0.002677048,1.665333033,7642500,2010/11/8,0.522689477
2010/11/9,1.666666985,1.712666988,1.603332996,0.002574983,1.64199996,14346000,2010/11/9,0.522998589
2010/11/10,1.631999969,1.998000026,1.603332996,0.003954332,1.957332969,45907500,2010/11/10,0.518821118
2010/11/11,1.906666994,1.940000057,1.822000027,0.003569398,1.869333029,29179500,2010/11/11,0.519986925
2010/11/12,1.883332968,2.033333063,1.871333003,0.004094309,1.989333034,40936500,2010/11/12,0.518397188
2010/11/15,2.014667034,2.196000099,2.014667034,0.004374262,2.053333044,39343500,2010/11/15,0.517549328
2010/11/16,2.06666708,2.093333006,1.894667029,0.004044736,1.978000045,20214000,2010/11/16,0.518547325
2010/11/17,2.013333082,2.049999952,1.907333016,0.003992244,1.965999961,11250000,2010/11/17,0.5187063
2010/11/18,2.044667006,2.049333096,1.927999973,0.004108893,1.99266696,14341500,2010/11/18,0.518353021
2010/11/19,2.010667086,2.091332912,1.980000019,0.00442967,2.065999985,17257500,2010/11/19,0.517381519
2010/11/22,2.104666948,2.230000019,2.099999905,0.00513247,2.226666927,22945500,2010/11/22,0.515253034
2010/11/23,2.219332933,2.378667116,2.145999908,0.005473662,2.304666996,23667000,2010/11/23,0.514219704
2010/11/24,2.351332903,2.398000002,2.288666964,0.005736118,2.364666939,21375000,2010/11/24,0.513424837
2010/11/26,2.373332977,2.400000095,2.31666708,0.005692375,2.354666948,5259000,2010/11/26,0.513557315
2010/11/29,2.36066699,2.396667004,2.221999884,0.005403674,2.288666964,17184000,2010/11/29,0.51443167
2010/11/30,2.249332905,2.35533309,2.227333069,0.005695289,2.35533309,33339000,2010/11/30,0.51354849
2010/12/1,2.391333103,2.427999973,2.230000019,0.005409505,2.289999962,19488000,2010/12/1,0.51441401
2010/12/2,2.267333031,2.286667109,2.079999924,0.004826272,2.156666994,30105000,2010/12/2,0.51618038
2010/12/3,2.134000063,2.150000095,2.058000088,0.004575478,2.099333048,17401500,2010/12/3,0.516939929
2010/12/6,2.089999914,2.096667051,1.970667005,0.004231372,2.020667076,19116000,2010/12/6,0.51798208
2010/12/7,2.032666922,2.160000086,2.003333092,0.004595893,2.104000092,19669500,2010/12/7,0.516878101
2010/12/8,2.165333033,2.165999889,2.101332903,0.004832103,2.157999992,9900000,2010/12/8,0.51616272
2010/12/9,2.167332888,2.181333065,2.109999895,0.004738787,2.136667013,6090000,2010/12/9,0.516445336
2010/12/10,2.136667013,2.194667101,2.075333118,0.004584226,2.101332903,6441000,2010/12/10,0.516913435
2010/12/13,2.109333038,2.118000031,2.026667118,0.004301361,2.036667109,6156000,2010/12/13,0.517770115
2010/12/14,2.019332886,2.026000023,1.850667,0.003712291,1.90199995,26485500,2010/12/14,0.51955416
2010/12/15,1.911332965,1.998000026,1.90199995,0.004024321,1.973333001,11143500,2010/12/15,0.518609153
2010/12/16,2,2.060667038,1.976667047,0.004377179,2.053999901,11851500,2010/12/16,0.517540494
2010/12/17,2.089333057,2.102667093,2.047333002,0.00453757,2.090667009,12195000,2010/12/17,0.517054735
2010/12/20,2.109333038,2.145999908,2.084000111,0.004636717,2.113332987,7851000,2010/12/20,0.51675446
2010/12/21,2.119999886,2.179332972,2.114000082,0.004800026,2.150666952,11665500,2010/12/21,0.516259867
2010/12/22,2.150000095,2.190666914,2.113332987,0.004907922,2.175333023,12499500,2010/12/22,0.515933096
2010/12/23,2.084000111,2.165333033,1.994667053,0.004167215,2.006000042,23289000,2010/12/23,0.518176386
2010/12/27,1.868000031,1.905333042,1.670667052,0.00284327,1.70333302,139528500,2010/12/27,0.522186061
2010/12/28,1.723333001,1.783332944,1.666666985,0.003094064,1.760666966,60844500,2010/12/28,0.521426512
2010/12/29,1.802000046,1.867333055,1.766667008,0.003478999,1.848667026,49788000,2010/12/29,0.520260704
2010/12/30,1.846667051,1.860000014,1.758666992,0.00312031,1.766667008,30616500,2010/12/30,0.521347024
2010/12/31,1.771332979,1.816666961,1.766667008,0.003158217,1.775333047,21268500,2010/12/31,0.521232218
2011/1/3,1.789332986,1.799999952,1.726667047,0.003155304,1.774667025,19245000,2011/1/3,0.521241041
2011/1/4,1.777333021,1.79666698,1.734666944,0.003169883,1.777999997,17811000,2011/1/4,0.521196887
2011/1/5,1.765333056,1.793333054,1.746000051,0.003216543,1.788666964,21700500,2011/1/5,0.521055573
2011/1/6,1.788666964,1.866667032,1.787333012,0.003522742,1.858667016,30918000,2011/1/6,0.520128226
2011/1/7,1.866667032,1.905333042,1.860000014,0.003627724,1.882666945,33718500,2011/1/7,0.519810279
2011/1/10,1.878000021,1.911999941,1.870000005,0.003688964,1.896667004,20140500,2011/1/10,0.519624809
2011/1/11,1.906000018,1.914000034,1.794667006,0.003254451,1.797333002,25653000,2011/1/11,0.520940767
2011/1/12,1.800667048,1.826666951,1.768000007,0.003254451,1.797333002,14466000,2011/1/12,0.520940767
2011/1/13,1.797333002,1.797999978,1.743999958,0.003038655,1.748000026,10854000,2011/1/13,0.521594321
2011/1/14,1.743332982,1.771999955,1.707332969,0.002901597,1.716667056,17880000,2011/1/14,0.522009414
2011/1/18,1.698667049,1.709332943,1.649999976,0.002869515,1.709332943,24325500,2011/1/18,0.522106575
2011/1/19,1.684666991,1.697999954,1.583333015,0.002400013,1.601999998,35572500,2011/1/19,0.523528501
2011/1/20,1.601999998,1.629999995,1.491333008,0.001988832,1.508000016,34198500,2011/1/20,0.524773794
2011/1/21,1.54133296,1.572667003,1.514000058,0.002111312,1.536000013,18255000,2011/1/21,0.524402856
2011/1/24,1.568667054,1.654000044,1.548666954,0.002534158,1.632666945,24676500,2011/1/24,0.523122231
2011/1/25,1.643332958,1.659332991,1.601333022,0.002589563,1.645333052,19072500,2011/1/25,0.522954433
2011/1/26,1.647333026,1.658666968,1.606667042,0.002609977,1.649999976,16198500,2011/1/26,0.522892606
2011/1/27,1.649333,1.672000051,1.635332942,0.002659551,1.661332965,13435500,2011/1/27,0.522742469
2011/1/28,1.658666968,1.658666968,1.583333015,0.002394182,1.600667,15726000,2011/1/28,0.52354616
2011/1/31,1.603332996,1.60800004,1.566666961,0.002420428,1.606667042,12454500,2011/1/31,0.523466673
2011/2/1,1.620666981,1.648666978,1.569332957,0.002365019,1.593999982,10617000,2011/2/1,0.523634484
2011/2/2,1.61066699,1.611999989,1.577999949,0.002373767,1.595999956,8542500,2011/2/2,0.523607988
2011/2/3,1.588000059,1.593333006,1.543333054,0.002283365,1.575332999,7680000,2011/2/3,0.52388178
2011/2/4,1.562667012,1.577999949,1.547999978,0.002233791,1.56400001,8160000,2011/2/4,0.524031917
2011/2/7,1.550667048,1.550667048,1.525333047,0.00212006,1.537999988,13426500,2011/2/7,0.524376361
2011/2/8,1.58533299,1.683333039,1.533332944,0.002534158,1.632666945,52573500,2011/2/8,0.523122231
2011/2/9,1.608667016,1.611999989,1.519333005,0.002160885,1.547333002,39534000,2011/2/9,0.524252719
2011/2/10,1.550667048,1.575999975,1.520666957,0.002163803,1.547999978,12541500,2011/2/10,0.524243883
2011/2/11,1.549999952,1.583333015,1.529332995,0.002172551,1.549999952,9517500,2011/2/11,0.524217387
2011/2/14,1.575999975,1.609333038,1.536666989,0.002122978,1.538666964,19246500,2011/2/14,0.524367525
2011/2/15,1.534000039,1.544667006,1.503999949,0.00205299,1.52266705,14305500,2011/2/15,0.524579488
2011/2/16,1.539999962,1.66466701,1.537999988,0.002604147,1.648666978,61726500,2011/2/16,0.522910266
2011/2/17,1.64199996,1.699332952,1.570000052,0.002274616,1.573333025,39276000,2011/2/17,0.523908275
2011/2/18,1.555333018,1.565999985,1.530666947,0.002152137,1.545333028,35560500,2011/2/18,0.524279214
2011/2/22,1.525333047,1.533332944,1.452000022,0.001770119,1.457999945,30969000,2011/2/22,0.525436186
2011/2/23,1.478667021,1.5,1.407333016,0.001758453,1.455332994,24084000,2011/2/23,0.525471517
2011/2/24,1.452000022,1.505332947,1.433333039,0.001962587,1.501999974,15829500,2011/2/24,0.524853282
2011/2/25,1.520666957,1.590000033,1.512666941,0.002277534,1.574000001,20194500,2011/2/25,0.523899439
2011/2/28,1.582666993,1.606667042,1.566666961,0.002359188,1.592666984,15768000,2011/2/28,0.523652143
2011/3/1,1.603332996,1.621333003,1.580000043,0.002373767,1.595999956,16596000,2011/3/1,0.523607988
2011/3/2,1.588000059,1.618667006,1.582000017,0.002397095,1.601333022,9949500,2011/3/2,0.523537337
2011/3/3,1.631999969,1.652667046,1.603999972,0.002496247,1.623999953,9603000,2011/3/3,0.52323705
2011/3/4,1.631999969,1.666000009,1.58533299,0.0026683,1.663333058,23701500,2011/3/4,0.522715972
2011/3/7,1.661999941,1.69333303,1.646667004,0.002665386,1.662667036,30504000,2011/3/7,0.522724796
2011/3/8,1.639999986,1.664000034,1.600000024,0.002583732,1.644000053,20998500,2011/3/8,0.522972092
2011/3/9,1.644000053,1.666000009,1.618000031,0.002601229,1.648000002,13872000,2011/3/9,0.522919102
2011/3/10,1.629333019,1.632666945,1.582000017,0.002394182,1.600667,15255000,2011/3/10,0.52354616
2011/3/11,1.590000033,1.616667032,1.568667054,0.002411679,1.604666948,13962000,2011/3/11,0.52349317
2011/3/14,1.588000059,1.600000024,1.54666698,0.002172551,1.549999952,17490000,2011/3/14,0.524217387
2011/3/15,1.480000019,1.530666947,1.45333302,0.002085066,1.529999971,19782000,2011/3/15,0.524482343
2011/3/16,1.524000049,1.549999952,1.512666941,0.002047154,1.521332979,17545500,2011/3/16,0.524597162
2011/3/17,1.549332976,1.562000036,1.509333014,0.002044241,1.520666957,13839000,2011/3/17,0.524605985
2011/3/18,1.546000004,1.546000004,1.500666976,0.002087984,1.530666947,10318500,2011/3/18,0.524473507
2011/3/21,1.536666989,1.536666989,1.50266695,0.002020909,1.515333056,6175500,2011/3/21,0.524676648
2011/3/22,1.515333056,1.524000049,1.466667056,0.001863436,1.479333043,8743500,2011/3/22,0.525153569
2011/3/23,1.473999977,1.484666944,1.451333046,0.001869271,1.480666995,6342000,2011/3/23,0.525135897
2011/3/24,1.475999951,1.491999984,1.465332985,0.001904265,1.488667011,6933000,2011/3/24,0.525029914
2011/3/25,1.495332956,1.533332944,1.493332982,0.002026744,1.516667008,8520000,2011/3/25,0.524658976
2011/3/28,1.513332963,1.569332957,1.503332973,0.002172551,1.549999952,15871500,2011/3/28,0.524217387
2011/3/29,1.553333044,1.600000024,1.547333002,0.002367936,1.594666958,11331000,2011/3/29,0.523625648
2011/3/30,1.607332945,1.632666945,1.534000039,0.002306697,1.580667019,18349500,2011/3/30,0.523811116
2011/3/31,1.769999981,1.914000034,1.766667008,0.00348483,1.850000024,172767000,2011/3/31,0.520243044
2011/4/1,1.830000043,1.878666997,1.771332979,0.003166966,1.777333021,42972000,2011/4/1,0.521205723
2011/4/4,1.788666964,1.799999952,1.682000041,0.002924924,1.722000003,39139500,2011/4/4,0.521938764
2011/4/5,1.726667047,1.799999952,1.712666988,0.003178631,1.779999971,47713500,2011/4/5,0.521170392
2011/4/6,1.799332976,1.800667048,1.720000029,0.003117392,1.766000032,19324500,2011/4/6,0.52135586
2011/4/7,1.789999962,1.862666965,1.763332963,0.003336105,1.815999985,42154500,2011/4/7,0.52069347
2011/4/8,1.838667035,1.840000033,1.75733304,0.003117392,1.766000032,29196000,2011/4/8,0.52135586
2011/4/11,1.764667034,1.768666983,1.667999983,0.00276162,1.684666991,20541000,2011/4/11,0.522433345
2011/4/12,1.672000051,1.680667043,1.620000005,0.002580814,1.643332958,20361000,2011/4/12,0.52298093
2011/4/13,1.675333023,1.712666988,1.654000044,0.002662468,1.661999941,18172500,2011/4/13,0.522733633
2011/4/14,1.657999992,1.685333014,1.613332987,0.002723708,1.675999999,14751000,2011/4/14,0.522548163
2011/4/15,1.710000038,1.745332956,1.694000006,0.002852019,1.705332994,14152500,2011/4/15,0.522159565
2011/4/18,1.675333023,1.707999945,1.623999953,0.002691632,1.668666959,15508500,2011/4/18,0.52264531
2011/4/19,1.684000015,1.684000015,1.643332958,0.002729539,1.677332997,8230500,2011/4/19,0.522530504
2011/4/20,1.713333011,1.739333034,1.686666965,0.002901597,1.716667056,12558000,2011/4/20,0.522009414
